tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
tt13276386	movie	Shawn Mendes: In Wonder	Shawn Mendes: In Wonder	0	2020	\N	83	"Documentary,Music"	6.5	1621
tt1327773	movie	Lee Daniels' The Butler	The Butler	0	2013	\N	132	"Biography,Drama"	7.2	109476
tt1327819	movie	Boy Interrupted	Boy Interrupted	0	2009	\N	92	"Biography,Documentary,Drama"	7.9	1963
tt1327820	movie	Brotherhood	Broderskab	0	2009	\N	97	"Drama,Romance"	7	3148
tt1327833	movie	Sorry Bhai!	Sorry Bhai!	0	2008	\N	154	"Comedy,Drama,Romance"	6.1	1015
tt13279528	movie	What We Wanted	Was wir wollten	0	2020	\N	93	Drama	5.8	1293
tt1328634	movie	New York	New York	0	2009	\N	153	"Crime,Drama,Thriller"	6.8	10344
tt1328642	movie	Safari	Safari	0	2009	\N	98	"Adventure,Comedy"	4.5	1117
tt1328865	movie	The Treasure Hunter	Ci ling	0	2009	\N	105	"Action,Adventure,Fantasy"	3.8	1092
tt1329177	movie	K-11	K-11	0	2012	\N	88	Drama	5.1	1561
tt1329232	movie	St George's Day	St George's Day	0	2012	\N	109	"Action,Crime,Thriller"	5.2	1849
tt1329404	movie	The Mine	The Mine	0	2012	\N	95	"Adventure,Horror,Mystery"	3.8	1173
tt1329454	movie	Vengeance	Fuk sau	0	2009	\N	108	"Action,Crime,Thriller"	6.5	6188
tt1329457	movie	Gainsbourg: A Heroic Life	Gainsbourg (Vie héroïque)	0	2010	\N	135	"Biography,Drama,Music"	7	9514
tt13299890	movie	The Great Indian Kitchen	The Great Indian Kitchen	0	2021	\N	100	"Comedy,Drama"	8.4	2805
tt1330018	movie	The Book of Love	The Devil and the Deep Blue Sea	0	2016	\N	106	Drama	6	3895
tt1330525	movie	Beast Stalker	Ching yan	0	2008	\N	109	"Action,Thriller"	6.8	1965
tt1330591	movie	Autumn	Sonbahar	0	2008	\N	99	Drama	7.8	5773
tt1330607	movie	If You Are the One	Fei cheng wu rao	0	2008	\N	130	"Comedy,Romance"	6.8	3167
tt1331025	movie	The September Issue	The September Issue	0	2009	\N	90	Documentary	7.1	7437
tt1331064	movie	Paper Heart	Paper Heart	0	2009	\N	88	"Comedy,Drama,Romance"	6	8109
tt1331291	movie	5150 Elm's Way	"5150, rue des Ormes"	0	2009	\N	110	"Drama,Horror,Thriller"	6.6	3211
tt1331307	movie	Dread	Dread	0	2009	\N	98	"Drama,Horror,Thriller"	5.7	11859
tt1331329	movie	The Final Storm	The Final Storm	0	2010	\N	92	"Action,Horror,Thriller"	3.6	1720
tt13318052	movie	Midnight at the Magnolia	Midnight at the Magnolia	0	2020	\N	87	"Comedy,Romance"	5.8	4020
tt1332100	movie	The Big Gay Musical	The Big Gay Musical	0	2009	\N	87	"Comedy,Drama,Music"	6.4	1666
tt1332125	movie	A Woman's Way	Strella	0	2009	\N	111	Drama	7.3	3663
tt1332134	movie	King of Devil's Island	Kongen av Bastøy	0	2010	\N	116	"Action,Drama"	7.5	17805
tt1332486	movie	Kiss Me Again	Baciami ancora	0	2010	\N	139	"Drama,Romance"	5.8	1642
tt1333125	movie	Movie 43	Movie 43	0	2013	\N	94	Comedy	4.3	99855
tt13332610	movie	Kill Plan	Kill Plan	0	2021	\N	71	Thriller	6.6	1662
tt1333631	movie	Art & Copy	Art & Copy	0	2009	\N	89	Documentary	6.8	1756
tt1333634	movie	Burma VJ: Reporting from a Closed Country	Burma VJ: Reporter i et lukket land	0	2008	\N	84	"Documentary,History,News"	7.9	2346
tt1333667	movie	When You're Strange	When You're Strange	0	2009	\N	86	"Documentary,Music"	7.7	9205
tt1333994	movie	Fat Head	Fat Head	0	2009	\N	104	Documentary	7.1	1932
tt1334102	movie	The Resident	The Resident	0	2011	\N	91	"Drama,Horror,Mystery"	5.3	26538
tt1334260	movie	Never Let Me Go	Never Let Me Go	0	2010	\N	103	"Drama,Romance,Sci-Fi"	7.1	137739
tt1334313	movie	Plato's Academy	Akadimia Platonos	0	2009	\N	103	"Comedy,Drama"	6.5	1230
tt1334328	movie	Psyhi vathia	Psyhi vathia	0	2009	\N	142	"Drama,War"	7.1	2315
tt1334470	movie	Raavan	Raavan	0	2010	\N	130	"Action,Adventure,Drama"	5.4	4175
tt1334512	movie	Arthur	Arthur	0	2011	\N	110	"Comedy,Romance"	5.7	50712
tt1334537	movie	Humpday	Humpday	0	2009	\N	94	"Comedy,Drama,Romance"	6	5548
tt1334553	movie	The Perfect Host	The Perfect Host	0	2010	\N	93	"Comedy,Crime,Thriller"	6.8	25135
tt1334617	movie	All My Life	Toul omry	0	2008	\N	119	"Drama,Romance"	5.8	2318
tt13350412	movie	Eeswaran	Eeswaran	0	2021	\N	130	"Action,Drama"	4.2	1879
tt13354204	movie	Just Another Christmas	Tudo Bem No Natal Que Vem	0	2020	\N	100	"Comedy,Drama"	6.7	3474
tt1335975	movie	47 Ronin	47 Ronin	0	2013	\N	128	"Action,Drama,Fantasy"	6.3	146491
tt1336006	movie	The Revenant	The Revenant	0	2009	\N	117	"Comedy,Fantasy,Horror"	6.3	10592
tt1336601	movie	La meute	La meute	0	2010	\N	84	Horror	4.8	2069
tt1336608	movie	Rock of Ages	Rock of Ages	0	2012	\N	123	"Comedy,Drama,Musical"	5.9	74177
tt1336617	movie	Cyrus	Cyrus	0	2010	\N	91	"Comedy,Drama,Romance"	6.3	33700
tt1337032	movie	Trailer Park Boys: Countdown to Liquor Day	Trailer Park Boys: Countdown to Liquor Day	0	2009	\N	102	"Comedy,Crime"	7.4	7050
tt1337051	movie	"Police, Adjective"	"Politist, adjectiv"	0	2009	\N	115	"Crime,Drama"	7	4805
tt1337057	movie	Rampage	Rampage	0	2009	\N	85	"Action,Crime,Thriller"	6.2	18211
tt1337117	movie	"Nightmares in Red, White and Blue: The Evolution of the American Horror Film"	"Nightmares in Red, White and Blue: The Evolution of the American Horror Film"	0	2009	\N	96	"Documentary,Horror"	7.2	2614
tt1337137	movie	South of the Border	South of the Border	0	2009	\N	78	Documentary	7	2842
tt1337193	movie	Guy and Madeline on a Park Bench	Guy and Madeline on a Park Bench	0	2009	\N	82	"Drama,Musical"	6	1446
tt1337366	movie	Nokas	Nokas	0	2010	\N	87	"Action,Biography,Crime"	6.4	4141
tt13381376	movie	Welcome Home	Welcome Home	0	2020	\N	126	"Crime,Drama,Horror"	7.4	1970
tt1339122	movie	"Maria, He Doesn't Like It"	"Maria, ihm schmeckt's nicht!"	0	2009	\N	96	Comedy	6	2045
tt1339161	movie	The Robber	Der Räuber	0	2010	\N	90	"Biography,Crime,Drama"	6.7	4271
tt1339302	movie	"Bleach: Fade to Black, I Call Your Name"	Gekijô ban Bleach: Fade to Black - Kimi no na o yobu	0	2008	\N	94	"Action,Animation,Drama"	7.3	1907
tt1340107	movie	In a Better World	Hævnen	0	2010	\N	118	"Drama,Romance"	7.6	38603
tt1340108	movie	Killer Bean Forever	Killer Bean Forever	0	2009	\N	85	"Action,Adventure,Animation"	6.5	3047
tt1340123	movie	Samson & Delilah	Samson and Delilah	0	2009	\N	100	"Drama,Romance"	7	3244
tt1340138	movie	Terminator Genisys	Terminator Genisys	0	2015	\N	126	"Action,Adventure,Sci-Fi"	6.3	260849
tt1340425	movie	DMT: The Spirit Molecule	DMT: The Spirit Molecule	0	2010	\N	75	Documentary	7.2	4509
tt1340773	movie	Elektra Luxx	Elektra Luxx	0	2010	\N	104	"Comedy,Drama"	5.1	6956
tt1340778	movie	I Am 24	I Am 24	0	2010	\N	118	"Comedy,Romance"	6.1	1177
tt1340800	movie	Tinker Tailor Soldier Spy	Tinker Tailor Soldier Spy	0	2011	\N	122	"Drama,Mystery,Thriller"	7.1	188667
tt1340838	movie	Raaz: The Mystery Continues	Raaz: The Mystery Continues	0	2009	\N	151	"Horror,Mystery,Romance"	5.6	3326
tt1341167	movie	Four Lions	Four Lions	0	2010	\N	97	"Comedy,Crime,Drama"	7.3	72488
tt1341188	movie	How Do You Know	How Do You Know	0	2010	\N	121	"Comedy,Drama,Romance"	5.4	47322
tt1341340	movie	A Warrior's Heart	A Warrior's Heart	0	2011	\N	86	"Action,Drama,Family"	5.4	2317
tt1341341	movie	Ceremony	Ceremony	0	2010	\N	89	"Comedy,Romance"	5.5	4084
tt1341710	movie	The Shrine	The Shrine	0	2010	\N	85	Horror	5.5	13230
tt1342378	movie	The Girl	Flickan	0	2009	\N	100	"Drama,Family"	6.7	1500
tt13423846	movie	321 Action	321 Action	0	2020	\N	100	Drama	1	7795
tt1342402	movie	Mommo	Mommo	0	2009	\N	94	"Drama,Family"	7.7	1840
tt13428402	movie	Stand by Me Doraemon 2	Stand by Me Doraemon 2	0	2020	\N	96	"Animation,Comedy,Drama"	7.5	1019
tt1343046	movie	Detective Conan: The Raven Chaser	Meitantei Conan: Shikkoku no chaser	0	2009	\N	107	"Action,Adventure,Animation"	7.2	1552
tt1343089	movie	Kara no Kyoukai: The Garden of Sinners - Oblivion Recorder - A Fairytale	Gekijô ban Kara no kyôkai: Dai roku shô - Bôkyaku rokuon	0	2008	\N	59	"Action,Animation,Drama"	6.7	1124
tt1343092	movie	The Great Gatsby	The Great Gatsby	0	2013	\N	143	"Drama,Romance"	7.2	483157
tt1343097	movie	The Girl Who Kicked the Hornet's Nest	Luftslottet som sprängdes	0	2009	\N	147	"Crime,Drama,Thriller"	7.3	68548
tt1343362	movie	Do Knot Disturb	Do Knot Disturb	0	2009	\N	126	"Comedy,Drama"	3.6	1111
tt1343703	movie	Fortress of War	Brestskaya krepost	0	2010	\N	138	"Action,Drama,History"	7.5	9107
tt1343704	movie	Time You Change	Zeiten ändern Dich	0	2010	\N	94	"Biography,Drama,Music"	3	5194
tt1343712	movie	First Squad: The Moment of Truth	First Squad: The Moment of Truth	0	2009	\N	73	"Action,Animation,Drama"	5.6	1577
tt1343727	movie	Dredd	Dredd	0	2012	\N	95	"Action,Crime,Sci-Fi"	7.1	253916
tt1343755	movie	Rabbit Without Ears 2	Zweiohrküken	0	2009	\N	124	"Comedy,Romance"	5.6	7743
tt1344355	movie	The Governor	Vali	0	2009	\N	78	"Action,Crime,Drama"	7.4	4533
tt1344784	movie	Tapped	Tapped	0	2009	\N	76	Documentary	7.3	1253
tt1345734	movie	Rough Cut	Yeong-hwa-neun yeong-hwa-da	0	2008	\N	113	"Action,Crime,Drama"	7	2474
tt1345772	movie	The Clinic	The Clinic	0	2010	\N	94	"Crime,Horror,Mystery"	5.4	6143
tt1345776	movie	Kara no Kyoukai: The Garden of Sinners - A Study in Murder - Part 2	Gekijô ban Kara no kyôkai: Satsujin kôsatsu (Go)	0	2009	\N	120	"Action,Animation,Crime"	7.6	1196
tt1345777	movie	Ishqiya	Ishqiya	0	2010	\N	118	"Comedy,Drama,Romance"	7.3	9956
tt1345836	movie	The Dark Knight Rises	The Dark Knight Rises	0	2012	\N	164	"Action,Adventure"	8.4	1526125
tt1346516	movie	"That's It, That's All."	"That's It, That's All."	0	2008	\N	63	"Adventure,Documentary,Sport"	8.4	1028
tt1346961	movie	The Eclipse	The Eclipse	0	2009	\N	88	"Drama,Horror,Romance"	6.1	2755
tt1347007	movie	Hidden	Skjult	0	2009	\N	95	"Horror,Thriller"	5.7	2818
tt1347521	movie	I Saw the Sun	Günesi Gördüm	0	2009	\N	120	Drama	6.5	9519
tt1348327	movie	Villa Amalia	Villa Amalia	0	2009	\N	94	Drama	6.2	1008
tt13491620	movie	Unpaused	Unpaused	0	2020	\N	113	"Drama,Romance"	7.1	1768
tt1349451	movie	Butter	Butter	0	2011	\N	91	"Comedy,Drama"	6.2	20550
tt1349853	movie	Overheard	Sit ting fung wan	0	2009	\N	100	"Crime,Thriller"	7.1	2896
tt1349856	movie	Neuilly Yo Mama!	Neuilly sa mère!	0	2009	\N	90	Comedy	5.5	2168
tt1350484	movie	Curious George 2: Follow That Monkey!	Curious George 2: Follow That Monkey!	0	2009	\N	80	"Adventure,Animation,Comedy"	5.6	1053
tt1350909	movie	Children of the Otherside	Baska Semtin Çocuklari	0	2008	\N	95	"Action,Crime,Drama"	6.7	1389
tt1351177	movie	Last of the Living	Last of the Living	0	2009	\N	88	"Comedy,Horror,Sci-Fi"	4.7	1722
tt1351224	movie	Pyaar Impossible!	Pyaar Impossible!	0	2010	\N	140	"Comedy,Romance"	4.6	2988
tt1351672	movie	The Man Who Will Come	L'uomo che verrà	0	2009	\N	115	"Drama,War"	7.5	1571
tt1351685	movie	Jack the Giant Slayer	Jack the Giant Slayer	0	2013	\N	114	"Adventure,Comedy,Family"	6.2	132324
tt1351784	movie	Psychosis	Psychosis	0	2010	\N	89	"Crime,Horror,Mystery"	3.6	1908
tt1352369	movie	Grotesque	Gurotesuku	0	2009	\N	73	"Horror,Thriller"	4.8	5949
tt1352388	movie	Nude Nuns with Big Guns	Nude Nuns with Big Guns	0	2010	\N	91	"Action,Comedy,Thriller"	3.9	5568
tt13524234	movie	Folklore: The Long Pond Studio Sessions	Folklore: The Long Pond Studio Sessions	0	2020	\N	105	"Documentary,Drama,Music"	8.4	2154
tt1352765	movie	Surviving Life (Theory and Practice)	Prezít svuj zivot (teorie a praxe)	0	2010	\N	109	"Animation,Comedy,Fantasy"	7.3	1241
tt1352824	movie	Chloe	Chloe	0	2009	\N	96	"Drama,Mystery,Romance"	6.3	69810
tt1352852	movie	The Yes Men Fix the World	The Yes Men Fix the World	0	2009	\N	87	"Comedy,Documentary"	7.6	5118
tt1355546	movie	Ayan	Ayan	0	2009	\N	162	Action	7.4	8618
tt1355623	movie	Bluebeard	Barbe bleue	0	2009	\N	80	"Drama,Fantasy,Romance"	6.3	1299
tt1355630	movie	If I Stay	If I Stay	0	2014	\N	107	"Drama,Fantasy,Music"	6.7	116447
tt1355631	movie	The Infiltrator	The Infiltrator	0	2016	\N	127	"Biography,Crime,Drama"	7	69151
tt1355638	movie	The Rabbi's Cat	Le chat du rabbin	0	2011	\N	100	"Animation,Comedy,Fantasy"	7.2	3203
tt1355640	movie	The Shock Doctrine	The Shock Doctrine	0	2009	\N	79	"Documentary,History"	7.6	2784
tt1355644	movie	Passengers	Passengers	0	2016	\N	116	"Drama,Romance,Sci-Fi"	7	352935
tt1355683	movie	Black Mass	Black Mass	0	2015	\N	123	"Biography,Crime,Drama"	6.9	168853
tt1356763	movie	Exporting Raymond	Exporting Raymond	0	2010	\N	86	"Comedy,Documentary"	6.9	1738
tt1356790	movie	I Am Divine	I Am Divine	0	2013	\N	90	Documentary	7.6	2472
tt1356864	movie	I'm Still Here	I'm Still Here	0	2010	\N	108	"Comedy,Drama,Music"	6.2	21181
tt1356928	movie	Father of My Children	Le père de mes enfants	0	2009	\N	110	Drama	6.7	2450
tt13583144	movie	The Minimalists: Less Is Now	The Minimalists: Less Is Now	0	2021	\N	53	Documentary	5.9	2852
tt1359421	movie	The Wedding Photographer	Bröllopsfotografen	0	2009	\N	113	"Comedy,Drama,Romance"	5.9	3930
tt1359552	movie	Antaheen	Antaheen	0	2009	\N	120	"Drama,Romance"	7.9	1495
tt1359553	movie	The Chameleon	The Chameleon	0	2010	\N	106	"Biography,Crime,Drama"	5.6	1859
tt1360795	movie	Scandal Makers	Kwa-sok-seu-kaen-deul	0	2008	\N	108	"Comedy,Drama,Music"	7.2	3769
tt1360860	movie	Darbareye Elly	Darbareye Elly	0	2009	\N	119	"Drama,Mystery"	8	46428
tt1360866	movie	Giant	Gigante	0	2009	\N	84	Drama	6.8	2042
tt1360875	movie	Katalin Varga	Katalin Varga	0	2009	\N	82	"Crime,Drama,Thriller"	7	2573
tt1360887	movie	Tatarak	Tatarak	0	2009	\N	85	Drama	6.5	1283
tt1361313	movie	The Extra Man	The Extra Man	0	2010	\N	108	Comedy	5.8	4770
tt1361318	movie	Good People	Good People	0	2014	\N	90	"Action,Crime,Thriller"	5.5	15681
tt1361336	movie	Tom and Jerry	Tom and Jerry	0	2021	\N	101	"Animation,Comedy,Family"	5.2	13314
tt1361349	movie	Nanga Parbat	Nanga Parbat	0	2010	\N	104	"Biography,Drama"	6.5	1735
tt13615386	movie	"Ariana Grande: Excuse Me, I Love You"	"Ariana Grande: Excuse Me, I Love You"	0	2020	\N	97	"Documentary,Music"	6.4	1815
tt1361558	movie	Iron Maiden: Flight 666	Iron Maiden: Flight 666	0	2009	\N	112	"Documentary,Music"	8.3	5212
tt1361809	movie	Arundhati	Arundhati	0	2009	\N	131	"Horror,Mystery,Thriller"	7.4	2712
tt1361828	movie	Max Schmeling	Max Schmeling	0	2010	\N	123	"Biography,Drama,Sport"	4.6	1067
tt1361835	movie	The Silence	Das letzte Schweigen	0	2010	\N	118	"Crime,Drama,Thriller"	7	6662
tt1361843	movie	Van Diemen's Land	Van Diemen's Land	0	2009	\N	104	"Biography,Thriller"	6	3107
tt1362058	movie	Cockneys vs Zombies	Cockneys vs Zombies	0	2012	\N	88	"Action,Comedy,Horror"	5.9	18400
tt1362103	movie	Neighbor	Neighbor	0	2009	\N	90	"Horror,Thriller"	4	1813
tt1363140	movie	What Goes Around	Sorte kugler	0	2009	\N	80	Comedy	6.4	3015
tt1363468	movie	Zenith	Zenith	0	2010	\N	93	"Sci-Fi,Thriller"	6.4	1008
tt1364289	movie	Samyy luchshiy film 2	Samyy luchshiy film 2	0	2009	\N	80	Comedy	2.8	1497
tt1364487	movie	Letters to Father Jacob	Postia pappi Jaakobille	0	2009	\N	74	Drama	7.3	2204
tt13649700	movie	"Crack: Cocaine, Corruption & Conspiracy"	"Crack: Cocaine, Corruption & Conspiracy"	0	2021	\N	89	"Crime,Documentary,History"	6.6	2270
tt1365030	movie	Madrasapattinam	Madrasapattinam	0	2010	\N	165	"Drama,History,Romance"	7.8	2166
tt1365048	movie	3-D Sex and Zen: Extreme Ecstasy	3D Yuk po tuen: Gik lok bo gam	0	2011	\N	129	"Comedy,Drama"	4.3	2470
tt1365050	movie	Beasts of No Nation	Beasts of No Nation	0	2015	\N	137	"Drama,War"	7.7	74576
tt1365471	movie	The Christmas Party	Julefrokosten	0	2009	\N	86	Comedy	3.8	1340
tt1365474	movie	Stricken	Komt een vrouw bij de dokter	0	2009	\N	113	"Drama,Romance"	6.8	5214
tt1365483	movie	Main Street	Main Street	0	2010	\N	92	Drama	4.7	2537
tt1365519	movie	Tomb Raider	Tomb Raider	0	2018	\N	119	"Action,Adventure,Fantasy"	6.3	192178
tt1366338	movie	Lowriders	Lowriders	0	2016	\N	98	"Adventure,Crime,Drama"	5.7	2248
tt1366344	movie	The Sitter	The Sitter	0	2011	\N	81	Comedy	5.7	68436
tt1366365	movie	The Cold Light of Day	The Cold Light of Day	0	2012	\N	93	"Action,Thriller"	4.9	35637
tt1366409	movie	Miral	Miral	0	2010	\N	112	"Drama,History"	6.2	3208
tt1366687	movie	No Love in the City	Lyubov v bolshom gorode	0	2009	\N	84	"Comedy,Fantasy,Romance"	5.8	1566
tt1366981	movie	Wrong Rosary	Uzak Ihtimal	0	2009	\N	90	Drama	7	2538
tt1368068	movie	Deli Deli Olma	Deli Deli Olma	0	2009	\N	100	"Comedy,Drama,History"	7.5	1737
tt1368116	movie	Merantau	Merantau	0	2009	\N	134	"Action,Drama"	6.7	10210
tt1368439	movie	Gagma napiri	Gagma napiri	0	2009	\N	90	Drama	7.7	1123
tt1368440	movie	Branded	Branded	0	2012	\N	112	"Drama,Fantasy,Sci-Fi"	4.7	8816
tt1368443	movie	Same Same But Different	Same Same But Different	0	2009	\N	107	Drama	6.7	1904
tt1368491	movie	Undertow	Contracorriente	0	2009	\N	97	"Drama,Fantasy,Romance"	7.7	6506
tt1368858	movie	The Forger	The Forger	0	2012	\N	94	Drama	5.4	4462
tt1368864	movie	My Tehran for Sale	My Tehran for Sale	0	2009	\N	101	Drama	6.3	1590
tt1369647	movie	Christmas Angel	Christmas Angel	0	2009	\N	87	"Drama,Romance"	6.6	1284
tt1369667	movie	Me and Kaminski	Ich und Kaminski	0	2015	\N	124	"Comedy,Drama"	6.7	1286
tt1369706	movie	The Ward	The Ward	0	2010	\N	89	"Horror,Mystery,Thriller"	5.6	40510
tt1370212	movie	My Only Sunshine	Hayat Var	0	2008	\N	121	Drama	7.4	3164
tt1370429	movie	99	99	0	2009	\N	135	"Comedy,Crime,Drama"	7.3	2707
tt1370889	movie	Talhotblond:	Talhotblond:	0	2009	\N	83	"Crime,Documentary,Thriller"	6.8	2757
tt1371111	movie	Cloud Atlas	Cloud Atlas	0	2012	\N	172	"Action,Drama,Mystery"	7.4	345935
tt1371117	movie	Dear Mr. Gacy	Dear Mr. Gacy	0	2010	\N	103	"Crime,Drama,Thriller"	6.4	3298
tt1371150	movie	This Is Where I Leave You	This Is Where I Leave You	0	2014	\N	103	"Comedy,Drama"	6.6	73919
tt1371155	movie	Made in Dagenham	Made in Dagenham	0	2010	\N	113	"Biography,Comedy,Drama"	7.2	14569
tt1371160	movie	The Kid	The Kid	0	2010	\N	111	Drama	6.9	1246
tt1371574	movie	Kosmos	Kosmos	0	2009	\N	122	"Drama,Fantasy"	7.2	4765
tt1371585	movie	Life Without Principle	Duet ming gam	0	2011	\N	107	"Crime,Drama"	6.9	2115
tt1371630	movie	Air Doll	Kûki ningyô	0	2009	\N	125	"Drama,Fantasy,Romance"	6.9	6268
tt1372301	movie	Technotise: Edit & I	Technotise - Edit i ja	0	2009	\N	100	"Animation,Drama,Sci-Fi"	7.5	3059
tt13723064	movie	All My Friends Are Dead	Wszyscy moi przyjaciele nie zyja	0	2020	\N	96	"Comedy,Crime,Drama"	5.8	4009
tt1372686	movie	Coriolanus	Coriolanus	0	2011	\N	123	"Drama,Thriller,War"	6.1	31100
tt1373120	movie	Breathless	Ddongpari	0	2008	\N	130	"Crime,Drama"	7.6	4877
tt1373156	movie	Karthik Calling Karthik	Karthik Calling Karthik	0	2010	\N	135	"Drama,Mystery,Thriller"	7.1	10681
tt1373215	movie	Recep Ivedik 2	Recep Ivedik 2	0	2009	\N	107	Comedy	4.2	19237
tt1374985	movie	Alois Nebel	Alois Nebel	0	2011	\N	84	"Animation,Drama"	6.7	1408
tt1374989	movie	Pride and Prejudice and Zombies	Pride and Prejudice and Zombies	0	2016	\N	108	"Action,Comedy,Fantasy"	5.8	52018
tt1374990	movie	The Prodigies	The Prodigies	0	2011	\N	87	"Action,Animation,Drama"	5.9	1591
tt1374992	movie	Upside Down	Upside Down	0	2012	\N	109	"Drama,Fantasy,Romance"	6.4	69570
tt1375666	movie	Inception	Inception	0	2010	\N	148	"Action,Adventure,Sci-Fi"	8.8	2084577
tt1375669	movie	Simon & the Oaks	Simon och ekarna	0	2011	\N	122	Drama	6.5	2811
tt1375670	movie	Grown Ups	Grown Ups	0	2010	\N	102	Comedy	5.9	229666
tt1375789	movie	Race 2	Race 2	0	2013	\N	150	"Action,Crime,Thriller"	5.3	15269
tt1376168	movie	Comedown	Comedown	0	2012	\N	90	Horror	4.6	1347
tt1376195	movie	Gunless	Gunless	0	2010	\N	89	"Action,Comedy,Drama"	6.5	3524
tt1376213	movie	The Adventurer: The Curse of the Midas Box	The Adventurer: The Curse of the Midas Box	0	2013	\N	100	"Adventure,Family,Fantasy"	5.5	6080
tt1376709	movie	I Love You Too	I Love You Too	0	2010	\N	107	Comedy	6	1901
tt1376717	movie	Play	Play	0	2011	\N	118	Drama	7.1	4840
tt1377278	movie	Defamation	Hashmatsa	0	2009	\N	91	Documentary	7.4	1315
tt1379177	movie	The Disappearance of Alice Creed	The Disappearance of Alice Creed	0	2009	\N	100	"Crime,Thriller"	6.7	25287
tt1379182	movie	Dogtooth	Kynodontas	0	2009	\N	97	"Drama,Thriller"	7.3	84495
tt1379222	movie	The Double Hour	La doppia ora	0	2009	\N	95	"Crime,Drama,Mystery"	6.7	3749
tt1379228	movie	Naan Kadavul	Naan Kadavul	0	2009	\N	165	"Action,Drama"	7.8	1804
tt1380201	movie	Run Sister Run!	Sisko tahtoisin jäädä	0	2010	\N	113	Drama	5.5	1267
tt13802376	movie	The Power	The Power	0	2021	\N	153	"Action,Thriller"	5.5	1191
tt1380799	movie	Habermann	Habermann	0	2010	\N	104	"Drama,Romance,War"	7.1	1041
tt1381404	movie	The Company You Keep	The Company You Keep	0	2012	\N	125	"Drama,Thriller"	6.4	31827
tt1381413	movie	Pete Smalls Is Dead	Pete Smalls Is Dead	0	2010	\N	95	"Comedy,Crime"	5.1	1137
tt1381418	movie	You May Not Kiss the Bride	You May Not Kiss the Bride	0	2011	\N	99	"Action,Comedy,Crime"	5.4	6715
tt1381505	movie	Father of Invention	Father of Invention	0	2010	\N	93	"Comedy,Drama"	5.8	8277
tt1381508	movie	Jack Falls	Jack Falls	0	2011	\N	100	Crime	4.2	1101
tt1381512	movie	RoboGeisha	Robo-geisha	0	2009	\N	102	"Action,Comedy,Sci-Fi"	5.3	2399
tt1382339	movie	Santhosh Subramaniyam	Santhosh Subramaniyam	0	2008	\N	177	"Comedy,Romance"	7.4	1346
tt1382695	movie	Kirpi	Kirpi	0	2009	\N	100	Comedy	5.9	1939
tt1382725	movie	The Roundup	La rafle	0	2010	\N	115	"Drama,History,War"	7.1	8306
tt1383607	movie	Ramadan Mabrouk Abul-Alamein Hamouda	Ramadan Mabrouk Abul-Alamein Hamouda	0	2008	\N	105	"Comedy,Family"	6.4	1659
tt13842562	movie	Pelé	Pelé	0	2021	\N	108	"Biography,Documentary,Sport"	7	2113
tt13846542	movie	Squared Love	Milosc do kwadratu	0	2021	\N	102	"Comedy,Romance"	5	1966
tt1384927	movie	Death of a Superhero	Death of a Superhero	0	2011	\N	97	Drama	7.1	3403
tt1385543	movie	Dark House	Haunted	0	2014	\N	102	"Horror,Thriller"	4.7	2422
tt1385824	movie	13B: Fear Has a New Address	13B: Fear Has a New Address	0	2009	\N	138	"Drama,Horror,Mystery"	7.3	6016
tt1385826	movie	The Adjustment Bureau	The Adjustment Bureau	0	2011	\N	106	"Romance,Sci-Fi,Thriller"	7	245114
tt1385867	movie	Cop Out	Cop Out	0	2010	\N	107	"Action,Comedy,Crime"	5.6	85359
tt1385912	movie	I Can Do Bad All by Myself	I Can Do Bad All by Myself	0	2009	\N	113	"Comedy,Drama"	4.5	9528
tt1385956	movie	Particle Fever	Particle Fever	0	2013	\N	99	Documentary	7.4	7185
tt1386588	movie	The Other Guys	The Other Guys	0	2010	\N	107	"Action,Comedy,Crime"	6.7	244389
tt1386683	movie	A Somewhat Gentle Man	En ganske snill mann	0	2010	\N	113	"Comedy,Crime,Drama"	6.9	6670
tt1386691	movie	Shimmer Lake	Shimmer Lake	0	2017	\N	86	"Crime,Drama,Mystery"	6.3	11894
tt1386697	movie	Suicide Squad	Suicide Squad	0	2016	\N	123	"Action,Adventure,Fantasy"	6	605847
tt1386703	movie	Total Recall	Total Recall	0	2012	\N	118	"Action,Adventure,Sci-Fi"	6.3	241239
tt1386925	movie	The Dead	The Dead	0	2010	\N	105	"Action,Adventure,Drama"	5.7	8868
tt1386932	movie	Ip Man 2	Yip Man 2	0	2010	\N	108	"Action,Biography,Drama"	7.5	98416
tt1388402	movie	Bad Day to Go Fishing	Mal día para pescar	0	2009	\N	110	"Comedy,Drama,Western"	6.9	1159
tt1388411	movie	The Dark House	Terug naar de kust	0	2009	\N	110	Thriller	6.4	1518
tt1388418	movie	Deportees	Ekhrajiha	0	2007	\N	107	"Action,Comedy,Drama"	4.6	2982
tt1388427	movie	The Life and Death of a Porno Gang	Zivot i smrt porno bande	0	2009	\N	90	"Adventure,Drama,Horror"	6	1965
tt1388444	movie	Yaaradi Nee Mohini	Yaaradi Nee Mohini	0	2008	\N	174	"Drama,Romance"	7.2	1770
tt1389072	movie	Downsizing	Downsizing	0	2017	\N	135	"Drama,Fantasy,Sci-Fi"	5.7	99878
