tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
tt0021739	movie	La Chienne	La chienne	0	1931	\N	91	"Crime,Drama"	7.6	3782
tt0021746	movie	Cimarron	Cimarron	0	1931	\N	123	"Drama,Western"	5.9	5494
tt0021749	movie	City Lights	City Lights	0	1931	\N	87	"Comedy,Drama,Romance"	8.5	169186
tt0021750	movie	City Streets	City Streets	0	1931	\N	83	"Crime,Drama,Film-Noir"	7	1408
tt0021800	movie	Dishonored	Dishonored	0	1931	\N	91	"Drama,Romance,War"	7.3	2194
tt0021814	movie	Dracula	Dracula	0	1931	\N	75	"Drama,Fantasy,Horror"	7.5	47184
tt0021815	movie	Drácula	Drácula	0	1931	\N	104	"Drama,Fantasy,Horror"	7.2	4052
tt0021818	movie	The 3 Penny Opera	Die 3 Groschen-Oper	0	1931	\N	112	"Comedy,Drama,Musical"	7.3	2027
tt0021873	movie	Five Star Final	Five Star Final	0	1931	\N	89	"Crime,Drama"	7.3	1819
tt0021874	movie	Five and Ten	Five and Ten	0	1931	\N	89	"Drama,Romance"	6.3	1265
tt0021884	movie	Frankenstein	Frankenstein	0	1931	\N	70	"Drama,Horror,Sci-Fi"	7.8	65726
tt0021885	movie	A Free Soul	A Free Soul	0	1931	\N	93	"Crime,Drama,Romance"	6.7	2292
tt0021890	movie	The Front Page	The Front Page	0	1931	\N	101	"Comedy,Crime,Drama"	6.7	2513
tt0021985	movie	"Hyppolit, the Butler"	Hyppolit a lakáj	0	1931	\N	72	Comedy	7.8	1442
tt0022000	movie	Indiscreet	Indiscreet	0	1931	\N	92	"Comedy,Drama,Musical"	6.3	1347
tt0022017	movie	Comradeship	Kameradschaft	0	1931	\N	93	Drama	7.5	1297
tt0022054	movie	The Last Flight	The Last Flight	0	1931	\N	76	Drama	6.8	1216
tt0022074	movie	The Smiling Lieutenant	The Smiling Lieutenant	0	1931	\N	93	"Comedy,Musical,Romance"	7.2	3327
tt0022080	movie	Limit	Limite	0	1931	\N	114	"Drama,Romance"	7.3	1949
tt0022100	movie	M	M - Eine Stadt sucht einen Mörder	0	1931	\N	117	"Crime,Mystery,Thriller"	8.3	144585
tt0022111	movie	The Maltese Falcon	The Maltese Falcon	0	1931	\N	80	"Crime,Drama,Film-Noir"	6.9	2739
tt0022125	movie	Marius	Marius	0	1931	\N	130	"Comedy,Drama,Romance"	7.9	1997
tt0022150	movie	Le Million	Le million	0	1931	\N	91	"Comedy,Musical"	7.4	3204
tt0022153	movie	The Miracle Woman	The Miracle Woman	0	1931	\N	90	"Drama,Romance"	7.2	1864
tt0022158	movie	Monkey Business	Monkey Business	0	1931	\N	77	"Comedy,Musical"	7.5	11444
tt0022183	movie	Mädchen in Uniform	Mädchen in Uniform	0	1931	\N	88	"Drama,Romance"	7.6	2609
tt0022208	movie	Night Nurse	Night Nurse	0	1931	\N	72	"Comedy,Crime,Drama"	7	3413
tt0022236	movie	Other Men's Women	Other Men's Women	0	1931	\N	71	"Drama,Romance"	6.5	1109
tt0022251	movie	Pardon Us	Pardon Us	0	1931	\N	56	"Comedy,Crime,Drama"	7	2303
tt0022264	movie	The Phantom of Paris	The Phantom of Paris	0	1931	\N	74	"Drama,Thriller"	6.5	1261
tt0022268	movie	Platinum Blonde	Platinum Blonde	0	1931	\N	89	"Comedy,Romance"	6.9	2779
tt0022276	movie	Possessed	Possessed	0	1931	\N	76	"Drama,Romance"	6.9	1803
tt0022279	movie	Private Lives	Private Lives	0	1931	\N	84	"Comedy,Drama,Romance"	6.8	1098
tt0022286	movie	The Public Enemy	The Public Enemy	0	1931	\N	83	"Crime,Drama"	7.7	18030
tt0022335	movie	Safe in Hell	Safe in Hell	0	1931	\N	73	"Crime,Drama"	7	1202
tt0022395	movie	The Skin Game	The Skin Game	0	1931	\N	85	Drama	5.8	2902
tt0022403	movie	Smart Money	Smart Money	0	1931	\N	81	"Crime,Drama"	6.8	1764
tt0022436	movie	Street Scene	Street Scene	0	1931	\N	80	"Drama,Romance"	7.6	1610
tt0022453	movie	Susan Lenox (Her Fall and Rise)	Susan Lenox (Her Fall and Rise)	0	1931	\N	76	"Drama,Romance"	6.4	1093
tt0022454	movie	Svengali	Svengali	0	1931	\N	81	"Drama,Horror,Romance"	6.8	1808
tt0022458	movie	Tabu: A Story of the South Seas	Tabu: A Story of the South Seas	0	1931	\N	86	"Adventure,Drama,Romance"	7.5	5169
tt0022485	movie	Tokyo Chorus	Tôkyô no kôrasu	0	1931	\N	90	"Comedy,Drama"	7.2	1263
tt0022489	movie	Tonight or Never	Tonight or Never	0	1931	\N	80	"Comedy,Romance"	6.5	1337
tt0022550	movie	Waterloo Bridge	Waterloo Bridge	0	1931	\N	81	"Drama,Romance"	7.5	2447
tt0022599	movie	À Nous la Liberté	À nous la liberté	0	1931	\N	104	"Comedy,Musical"	7.5	4097
tt0022626	movie	American Madness	American Madness	0	1932	\N	75	Drama	7.4	1823
tt0022628	movie	The Animal Kingdom	The Animal Kingdom	0	1932	\N	85	"Comedy,Drama,Romance"	6.4	1013
tt0022660	movie	The Beast of the City	The Beast of the City	0	1932	\N	86	"Crime,Drama,Film-Noir"	6.8	1167
tt0022685	movie	A Bill of Divorcement	A Bill of Divorcement	0	1932	\N	70	Drama	6.5	1515
tt0022689	movie	Bird of Paradise	Bird of Paradise	0	1932	\N	80	"Adventure,Drama,Romance"	6.1	1138
tt0022694	movie	The Blue Light	Das blaue Licht - Eine Berglegende aus den Dolomiten	0	1932	\N	85	"Drama,Fantasy,Mystery"	6.8	1138
tt0022698	movie	Blonde Venus	Blonde Venus	0	1932	\N	93	Drama	7.1	4468
tt0022700	movie	Blondie of the Follies	Blondie of the Follies	0	1932	\N	91	"Comedy,Musical"	6.5	1146
tt0022718	movie	Boudu Saved from Drowning	Boudu sauvé des eaux	0	1932	\N	85	Comedy	7.3	5171
tt0022735	movie	The Cabin in the Cotton	The Cabin in the Cotton	0	1932	\N	78	Drama	6.8	1449
tt0022787	movie	Wooden Crosses	Les croix de bois	0	1932	\N	115	"Drama,War"	7.7	1240
tt0022792	movie	The Crowd Roars	The Crowd Roars	0	1932	\N	85	"Action,Drama,Sport"	6.2	1137
tt0022802	movie	The Dark Horse	The Dark Horse	0	1932	\N	75	Comedy	7	1044
tt0022827	movie	Doctor X	Doctor X	0	1932	\N	76	"Comedy,Crime,Horror"	6.4	2863
tt0022834	movie	Downstairs	Downstairs	0	1932	\N	77	"Drama,Romance"	6.8	1657
tt0022835	movie	Dr. Jekyll and Mr. Hyde	Dr. Jekyll and Mr. Hyde	0	1931	\N	98	"Horror,Sci-Fi"	7.6	12651
tt0022867	movie	Ecstasy	Ekstase	0	1933	\N	82	"Drama,Romance"	6.7	2184
tt0022877	movie	Fanny	Fanny	0	1932	\N	140	"Comedy,Drama"	7.7	1523
tt0022879	movie	A Farewell to Arms	A Farewell to Arms	0	1932	\N	80	"Drama,Romance,War"	6.5	5147
tt0022905	movie	Forbidden	Forbidden	0	1932	\N	85	"Drama,Romance"	6.9	1315
tt0022913	movie	Freaks	Freaks	0	1932	\N	64	"Drama,Horror"	7.9	42337
tt0022958	movie	Grand Hotel	Grand Hotel	0	1932	\N	112	"Drama,Romance"	7.4	17473
tt0022991	movie	Hell's House	Hell's House	0	1932	\N	72	Drama	6	1089
tt0023027	movie	Horse Feathers	Horse Feathers	0	1932	\N	68	"Comedy,Musical,Romance"	7.6	11839
tt0023042	movie	I Am a Fugitive from a Chain Gang	I Am a Fugitive from a Chain Gang	0	1932	\N	92	"Crime,Drama,Film-Noir"	8.2	11726
tt0023049	movie	If I Had a Million	If I Had a Million	0	1932	\N	88	"Comedy,Drama"	7	1614
tt0023074	movie	Jewel Robbery	Jewel Robbery	0	1932	\N	68	"Comedy,Crime,Romance"	7.3	1813
tt0023158	movie	Love Me Tonight	Love Me Tonight	0	1932	\N	104	"Comedy,Musical,Romance"	7.6	3613
tt0023194	movie	The Mask of Fu Manchu	The Mask of Fu Manchu	0	1932	\N	68	"Adventure,Horror,Sci-Fi"	6.3	3085
tt0023196	movie	Mata Hari	Mata Hari	0	1931	\N	89	"Crime,Drama,Romance"	6.6	3329
tt0023213	movie	Merrily We Go to Hell	Merrily We Go to Hell	0	1932	\N	78	"Comedy,Drama,Romance"	6.8	1021
tt0023225	movie	Million Dollar Legs	Million Dollar Legs	0	1932	\N	64	"Comedy,Sport"	6.9	1066
tt0023238	movie	The Most Dangerous Game	The Most Dangerous Game	0	1932	\N	63	"Action,Adventure,Horror"	7.1	10754
tt0023241	movie	Movie Crazy	Movie Crazy	0	1932	\N	84	"Comedy,Family,Romance"	7.2	1397
tt0023245	movie	The Mummy	The Mummy	0	1932	\N	73	"Fantasy,Horror"	7.1	23843
tt0023249	movie	Murders in the Rue Morgue	Murders in the Rue Morgue	0	1932	\N	61	"Crime,Horror,Mystery"	6.4	3885
tt0023277	movie	No Man of Her Own	No Man of Her Own	0	1932	\N	85	"Drama,Romance"	6.6	1069
tt0023285	movie	Number 17	Number Seventeen	0	1932	\N	66	"Crime,Mystery,Thriller"	5.8	4461
tt0023293	movie	The Old Dark House	The Old Dark House	0	1932	\N	72	"Comedy,Horror,Thriller"	7.1	9514
tt0023303	movie	One Hour with You	One Hour with You	0	1932	\N	78	"Comedy,Musical,Romance"	7.2	2163
tt0023305	movie	One Way Passage	One Way Passage	0	1932	\N	67	"Comedy,Drama,Romance"	7.5	3421
tt0023312	movie	Pack Up Your Troubles	Pack Up Your Troubles	0	1932	\N	68	"Comedy,War"	7.3	2135
tt0023327	movie	Penguin Pool Murder	Penguin Pool Murder	0	1932	\N	70	"Comedy,Drama,Mystery"	7	1072
tt0023349	movie	Polly of the Circus	Polly of the Circus	0	1932	\N	69	"Comedy,Drama,Romance"	6.2	1056
tt0023362	movie	The Purchase Price	The Purchase Price	0	1932	\N	68	"Comedy,Drama"	6.4	1397
tt0023369	movie	Rain	Rain	0	1932	\N	94	Drama	6.9	2395
tt0023382	movie	Red Dust	Red Dust	0	1932	\N	83	"Drama,Romance"	7.3	3853
tt0023385	movie	Red-Headed Woman	Red-Headed Woman	0	1932	\N	79	"Comedy,Romance"	7	2746
tt0023395	movie	East of Shanghai	Rich and Strange	0	1931	\N	110	"Comedy,Drama,Romance"	5.8	3999
tt0023427	movie	Scarface	Scarface: The Shame of the Nation	0	1932	\N	93	"Action,Crime,Drama"	7.8	25496
tt0023458	movie	Shanghai Express	Shanghai Express	0	1932	\N	82	"Adventure,Drama,Romance"	7.3	7748
tt0023470	movie	The Sign of the Cross	The Sign of the Cross	0	1932	\N	125	"Drama,History"	6.9	2023
tt0023488	movie	Smilin' Through	Smilin' Through	0	1932	\N	98	"Drama,Romance"	6.9	1168
tt0023491	movie	So Big!	So Big!	0	1932	\N	81	"Drama,Romance"	6.9	1397
tt0023551	movie	Tarzan the Ape Man	Tarzan the Ape Man	0	1932	\N	100	"Action,Adventure,Romance"	7	7004
tt0023556	movie	Taxi	Taxi	0	1931	\N	69	"Crime,Drama,Romance"	6.7	1171
tt0023563	movie	The Testament of Dr. Mabuse	Das Testament des Dr. Mabuse	0	1933	\N	122	"Crime,Horror,Mystery"	8	11560
tt0023582	movie	Thirteen Women	Thirteen Women	0	1932	\N	73	"Drama,Horror,Mystery"	6.3	1163
tt0023590	movie	Three on a Match	Three on a Match	0	1932	\N	63	"Crime,Drama,Romance"	7.2	3421
tt0023622	movie	Trouble in Paradise	Trouble in Paradise	0	1932	\N	83	"Comedy,Crime,Romance"	8	13208
tt0023629	movie	Two Seconds	Two Seconds	0	1932	\N	67	"Drama,Thriller"	6.9	1021
tt0023634	movie	"I Was Born, But..."	Otona no miru ehon - Umarete wa mita keredo	0	1932	\N	100	"Comedy,Drama"	8	4987
tt0023649	movie	Vampyr	Vampyr	0	1932	\N	75	"Fantasy,Horror"	7.5	16067
tt0023686	movie	What Price Hollywood?	What Price Hollywood?	0	1932	\N	88	Drama	7.1	2142
tt0023694	movie	White Zombie	White Zombie	0	1932	\N	69	Horror	6.3	9398
tt0023731	movie	"20,000 Years in Sing Sing"	"20,000 Years in Sing Sing"	0	1932	\N	78	"Crime,Drama,Film-Noir"	6.9	2419
tt0023753	movie	Alice in Wonderland	Alice in Wonderland	0	1933	\N	76	"Adventure,Family,Fantasy"	6.4	1940
tt0023775	movie	Baby Face	Baby Face	0	1933	\N	71	"Drama,Romance"	7.6	6327
tt0023814	movie	The Bitter Tea of General Yen	The Bitter Tea of General Yen	0	1932	\N	88	"Drama,Romance,War"	7	3509
tt0023825	movie	Bombshell	Bombshell	0	1933	\N	96	"Comedy,Drama,Romance"	7.1	2432
tt0023856	movie	Bureau of Missing Persons	Bureau of Missing Persons	0	1933	\N	73	"Comedy,Crime,Drama"	6.7	1106
tt0023871	movie	A Song of Lisbon	A Canção de Lisboa	0	1933	\N	85	"Comedy,Musical"	7.7	1347
tt0023876	movie	Cavalcade	Cavalcade	0	1933	\N	112	"Drama,Romance,War"	5.8	4635
tt0023891	movie	Christopher Strong	Christopher Strong	0	1933	\N	78	"Action,Adventure,Drama"	6.3	1308
tt0023911	movie	Counsellor at Law	Counsellor at Law	0	1933	\N	82	"Comedy,Drama"	7.5	1096
tt0023926	movie	Dancing Lady	Dancing Lady	0	1933	\N	92	"Comedy,Musical,Romance"	6.8	2077
tt0023937	movie	Passing Fancy	Dekigokoro	0	1933	\N	100	Drama	7.3	1227
tt0023940	movie	Design for Living	Design for Living	0	1933	\N	91	"Comedy,Romance"	7.5	5892
tt0023943	movie	Bogus Bandits	The Devil's Brother	0	1933	\N	90	"Comedy,Musical"	7.1	1802
tt0023948	movie	Dinner at Eight	Dinner at Eight	0	1933	\N	111	"Comedy,Drama"	7.5	7611
tt0023960	movie	Double Harness	Double Harness	0	1933	\N	69	"Comedy,Drama"	6.8	1093
tt0023969	movie	Duck Soup	Duck Soup	0	1933	\N	69	"Comedy,Musical,War"	7.8	55781
tt0023973	movie	The Eagle and the Hawk	The Eagle and the Hawk	0	1933	\N	73	"Action,Drama,War"	7.1	1074
tt0023986	movie	Employees' Entrance	Employees' Entrance	0	1933	\N	75	"Drama,Romance"	7.2	1194
tt0023993	movie	Ex-Lady	Ex-Lady	0	1933	\N	67	"Comedy,Drama"	6.5	1230
tt0024008	movie	Female	Female	0	1933	\N	60	"Comedy,Drama,Romance"	6.7	1554
tt0024025	movie	Flying Down to Rio	Flying Down to Rio	0	1933	\N	89	"Comedy,Musical,Romance"	6.6	3375
tt0024028	movie	Footlight Parade	Footlight Parade	0	1933	\N	104	"Comedy,Musical,Romance"	7.6	4941
tt0024034	movie	42nd Street	42nd Street	0	1933	\N	89	"Comedy,Drama,Musical"	7.4	10844
tt0024044	movie	Gabriel Over the White House	Gabriel Over the White House	0	1933	\N	86	"Drama,Fantasy,Romance"	6.4	1217
tt0024055	movie	The Ghoul	The Ghoul	0	1933	\N	77	"Action,Drama,Horror"	5.9	2394
tt0024067	movie	Going Hollywood	Going Hollywood	0	1933	\N	78	"Musical,Romance"	6.1	1701
tt0024069	movie	Gold Diggers of 1933	Gold Diggers of 1933	0	1933	\N	97	"Comedy,Drama,Musical"	7.7	7390
tt0024087	movie	Hans Westmar	Hans Westmar	0	1933	\N	95	Biography	6	1335
tt0024115	movie	Heroes for Sale	Heroes for Sale	0	1933	\N	76	"Drama,Romance,War"	7.3	2066
tt0024127	movie	Our Flags Lead Us Forward	Hitlerjunge Quex	0	1933	\N	95	Drama	5.7	1629
tt0024130	movie	Hold Your Man	Hold Your Man	0	1933	\N	87	"Drama,Romance"	6.9	1378
tt0024166	movie	I'm No Angel	I'm No Angel	0	1933	\N	87	"Comedy,Music,Romance"	6.9	3107
tt0024183	movie	International House	International House	0	1933	\N	68	Comedy	7	1181
tt0024184	movie	The Invisible Man	The Invisible Man	0	1933	\N	71	"Horror,Sci-Fi"	7.7	30995
tt0024188	movie	Island of Lost Souls	Island of Lost Souls	0	1932	\N	70	"Horror,Sci-Fi"	7.4	8330
tt0024210	movie	The Kennel Murder Case	The Kennel Murder Case	0	1933	\N	73	"Crime,Mystery"	6.9	3151
tt0024216	movie	King Kong	King Kong	0	1933	\N	100	"Adventure,Horror,Sci-Fi"	7.9	79500
tt0024238	movie	Ladies They Talk About	Ladies They Talk About	0	1933	\N	69	"Crime,Drama,Romance"	6.7	1402
tt0024239	movie	Lady Killer	Lady Killer	0	1933	\N	76	"Comedy,Crime"	7	1564
tt0024240	movie	Lady for a Day	Lady for a Day	0	1933	\N	96	"Comedy,Drama"	7.4	3793
tt0024252	movie	Liebelei	Liebelei	0	1933	\N	88	"Drama,Romance"	7.5	1300
tt0024262	movie	The Little Giant	The Little Giant	0	1933	\N	76	"Comedy,Crime,Romance"	7.1	1143
tt0024264	movie	Little Women	Little Women	0	1933	\N	115	"Drama,Family,Romance"	7.2	6483
tt0024302	movie	Man's Castle	Man's Castle	0	1933	\N	75	"Drama,Romance"	7.2	1345
tt0024314	movie	The Mayor of Hell	The Mayor of Hell	0	1933	\N	90	"Crime,Drama,Romance"	7	1461
tt0024334	movie	Midnight Mary	Midnight Mary	0	1933	\N	74	"Crime,Drama,Romance"	7	1222
tt0024353	movie	Morning Glory	Morning Glory	0	1933	\N	74	"Drama,Romance"	6.4	2684
tt0024368	movie	Mystery of the Wax Museum	Mystery of the Wax Museum	0	1933	\N	77	"Horror,Mystery,Thriller"	6.8	4859
tt0024433	movie	Peg o' My Heart	Peg o' My Heart	0	1933	\N	87	"Drama,Romance"	6.3	1365
tt0024450	movie	Picture Snatcher	Picture Snatcher	0	1933	\N	77	"Crime,Drama"	7.1	1390
tt0024473	movie	The Private Life of Henry VIII.	The Private Life of Henry VIII	0	1933	\N	97	"Biography,Comedy,Drama"	7.1	3794
tt0024481	movie	Queen Christina	Queen Christina	0	1933	\N	99	"Biography,Drama,History"	7.6	7207
tt0024516	movie	Sagebrush Trail	Sagebrush Trail	0	1933	\N	54	"Action,Drama,Romance"	5.4	1081
tt0024548	movie	She Done Him Wrong	She Done Him Wrong	0	1933	\N	66	"Comedy,Drama,History"	6.3	5574
tt0024593	movie	Son of Kong	The Son of Kong	0	1933	\N	70	"Adventure,Comedy,Fantasy"	5.7	4041
tt0024601	movie	Sons of the Desert	Sons of the Desert	0	1933	\N	68	Comedy	7.6	7961
tt0024617	movie	The Story of Temple Drake	The Story of Temple Drake	0	1933	\N	70	Drama	7.1	1277
tt0024675	movie	Today We Live	Today We Live	0	1933	\N	113	"Drama,Romance,War"	6	1017
tt0024727	movie	The Vampire Bat	The Vampire Bat	0	1933	\N	65	"Drama,Horror,Mystery"	5.7	2246
tt0024747	movie	Strauss' Great Waltz	Waltzes from Vienna	0	1934	\N	81	"Biography,Music,Romance"	6	1292
tt0024772	movie	Wild Boys of the Road	Wild Boys of the Road	0	1933	\N	68	"Adventure,Drama"	7.5	1811
tt0024831	movie	Anne of Green Gables	Anne of Green Gables	0	1934	\N	78	"Comedy,Drama,Family"	7	1121
tt0024844	movie	L'Atalante	L'Atalante	0	1934	\N	89	"Comedy,Drama,Romance"	7.8	14600
tt0024852	movie	March of the Wooden Soldiers	Babes in Toyland	0	1934	\N	77	"Comedy,Family,Fantasy"	7.2	6271
tt0024865	movie	The Barretts of Wimpole Street	The Barretts of Wimpole Street	0	1934	\N	109	"Biography,Drama,Romance"	7	1635
tt0024894	movie	The Black Cat	The Black Cat	0	1934	\N	65	"Adventure,Crime,Horror"	7	9719
tt0024902	movie	Blue Steel	Blue Steel	0	1934	\N	54	"Action,Adventure,Drama"	5.4	1401
tt0024906	movie	Born to Be Bad	Born to Be Bad	0	1934	\N	62	"Drama,Romance"	6.3	1012
tt0024914	movie	Bright Eyes	Bright Eyes	0	1934	\N	85	"Comedy,Drama,Family"	7.3	2009
tt0024961	movie	The Cat's-Paw	The Cat's-Paw	0	1934	\N	102	Comedy	6.7	1152
tt0024966	movie	Chapayev	Chapaev	0	1934	\N	93	"Biography,Drama,History"	7.2	1166
tt0024968	movie	Charlie Chan in London	Charlie Chan in London	0	1934	\N	79	"Crime,Drama,Mystery"	7.1	1851
tt0024991	movie	Cleopatra	Cleopatra	0	1934	\N	100	"Biography,Drama,History"	6.8	3437
tt0025004	movie	The Count of Monte Cristo	The Count of Monte Cristo	0	1934	\N	113	"Action,Adventure,Drama"	7.5	2512
tt0025028	movie	Dames	Dames	0	1934	\N	91	"Comedy,Music,Musical"	7.1	1888
tt0025037	movie	Death Takes a Holiday	Death Takes a Holiday	0	1934	\N	79	"Drama,Fantasy,Romance"	7.1	1694
tt0025091	movie	Evelyn Prentice	Evelyn Prentice	0	1934	\N	79	"Drama,Mystery,Romance"	6.9	1415
tt0025101	movie	Fashions of 1934	Fashions of 1934	0	1934	\N	78	"Comedy,Drama,Musical"	6.8	1368
tt0025129	movie	Fog Over Frisco	Fog Over Frisco	0	1934	\N	68	"Crime,Mystery,Romance"	6.7	1429
tt0025132	movie	Forsaking All Others	Forsaking All Others	0	1934	\N	83	"Comedy,Drama,Romance"	6.4	1131
tt0025164	movie	The Gay Divorcee	The Gay Divorcee	0	1934	\N	107	"Comedy,Musical,Romance"	7.5	7082
tt0025173	movie	The Girl from Missouri	The Girl from Missouri	0	1934	\N	75	"Comedy,Drama,Romance"	6.7	1044
tt0025272	movie	The House of Rothschild	The House of Rothschild	0	1934	\N	88	"Biography,Drama,History"	6.6	1018
tt0025301	movie	Imitation of Life	Imitation of Life	0	1934	\N	111	"Drama,Romance"	7.5	4195
tt0025316	movie	It Happened One Night	It Happened One Night	0	1934	\N	105	"Comedy,Romance"	8.1	94786
tt0025318	movie	It's a Gift	It's a Gift	0	1934	\N	68	Comedy	7.2	4990
tt0025330	movie	Jimmy the Gent	Jimmy the Gent	0	1934	\N	67	"Comedy,Crime,Drama"	6.8	1588
tt0025335	movie	Judge Priest	Judge Priest	0	1934	\N	80	"Comedy,Drama,Romance"	6.3	1977
tt0025397	movie	Liliom	Liliom	0	1934	\N	118	"Drama,Fantasy"	6.9	1049
tt0025410	movie	Little Miss Marker	Little Miss Marker	0	1934	\N	80	"Adventure,Comedy,Drama"	7.1	1178
tt0025423	movie	The Lost Patrol	The Lost Patrol	0	1934	\N	73	"Action,Adventure,Drama"	6.8	3020
tt0025440	movie	The Lucky Texan	The Lucky Texan	0	1934	\N	55	"Action,Adventure,Romance"	5.7	1063
tt0025452	movie	The Man Who Knew Too Much	The Man Who Knew Too Much	0	1934	\N	75	"Crime,Mystery,Thriller"	6.8	17146
tt0025456	movie	Man of Aran	Man of Aran	0	1934	\N	76	Documentary	7.3	1977
tt0025464	movie	Manhattan Melodrama	Manhattan Melodrama	0	1934	\N	93	"Crime,Drama,Romance"	7.2	3660
tt0025465	movie	Maniac	Maniac	0	1934	\N	51	"Horror,Sci-Fi"	3.7	2149
tt0025493	movie	The Merry Widow	The Merry Widow	0	1934	\N	99	"Comedy,Musical,Romance"	7.2	2576
tt0025509	movie	Les Misérables	Les misérables	0	1934	\N	279	Drama	8.3	1553
tt0025586	movie	Of Human Bondage	Of Human Bondage	0	1934	\N	83	"Drama,Romance"	7.1	6491
tt0025607	movie	Operator 13	Operator 13	0	1934	\N	85	"Drama,History,Romance"	6.1	1289
tt0025610	movie	Our Daily Bread	Our Daily Bread	0	1934	\N	80	"Drama,Romance"	7	1767
tt0025617	movie	The Painted Veil	The Painted Veil	0	1934	\N	85	"Drama,Romance"	6.6	1335
tt0025740	movie	Sadie McKee	Sadie McKee	0	1934	\N	93	"Drama,Romance"	6.8	1213
tt0025746	movie	The Scarlet Empress	The Scarlet Empress	0	1934	\N	104	"Drama,History,Romance"	7.6	5880
tt0025748	movie	The Scarlet Pimpernel	The Scarlet Pimpernel	0	1934	\N	97	"Adventure,Drama"	7.4	3910
tt0025862	movie	Tarzan and His Mate	Tarzan and His Mate	0	1934	\N	104	"Action,Adventure,Drama"	7.3	4779
tt0025878	movie	The Thin Man	The Thin Man	0	1934	\N	91	"Comedy,Crime,Mystery"	8	26819
tt0025898	movie	Toni	Toni	0	1935	\N	84	"Crime,Drama,Romance"	7.2	1607
tt0025907	movie	Treasure Island	Treasure Island	0	1934	\N	110	"Adventure,Family"	7.1	2450
tt0025913	movie	Triumph of the Will	Triumph des Willens	0	1935	\N	114	"Documentary,History,War"	7.3	14991
tt0025919	movie	Twentieth Century	Twentieth Century	0	1934	\N	91	"Comedy,Romance"	7.4	5826
tt0025929	movie	A Story of Floating Weeds	Ukikusa monogatari	0	1934	\N	86	Drama	7.8	2857
tt0025948	movie	Viva Villa!	Viva Villa!	0	1934	\N	115	"Action,Biography,Romance"	6.4	1177
tt0026029	movie	The 39 Steps	The 39 Steps	0	1935	\N	86	"Crime,Mystery,Thriller"	7.6	52344
tt0026056	movie	Alice Adams	Alice Adams	0	1935	\N	99	"Comedy,Drama,Romance"	6.9	3788
tt0026071	movie	Anna Karenina	Anna Karenina	0	1935	\N	95	"Drama,Romance"	7	4967
tt0026073	movie	Annie Oakley	Annie Oakley	0	1935	\N	90	"Biography,Drama,Romance"	6.6	1582
tt0026097	movie	Barbary Coast	Barbary Coast	0	1935	\N	91	"Adventure,Drama,Romance"	6.8	1553
tt0026123	movie	The Black Room	The Black Room	0	1935	\N	68	"Crime,Horror,Thriller"	7	1634
tt0026126	movie	Bonnie Scotland	Bonnie Scotland	0	1935	\N	80	Comedy	6.9	1796
tt0026129	movie	Bordertown	Bordertown	0	1935	\N	90	"Crime,Drama"	6.9	1512
tt0026138	movie	The Bride of Frankenstein	Bride of Frankenstein	0	1935	\N	75	"Drama,Horror,Sci-Fi"	7.8	43765
tt0026144	movie	Broadway Melody of 1936	Broadway Melody of 1936	0	1935	\N	101	"Musical,Romance"	6.8	1541
tt0026164	movie	Call of the Wild	The Call of the Wild	0	1935	\N	95	"Action,Adventure,Drama"	6.8	1881
tt0026174	movie	Captain Blood	Captain Blood	0	1935	\N	119	"Action,Adventure,History"	7.7	13116
tt0026197	movie	Charlie Chan in Egypt	Charlie Chan in Egypt	0	1935	\N	73	"Crime,Drama,Mystery"	6.8	1824
tt0026198	movie	Charlie Chan in Paris	Charlie Chan in Paris	0	1935	\N	72	"Crime,Drama,Mystery"	7.2	1492
tt0026199	movie	Charlie Chan in Shanghai	Charlie Chan in Shanghai	0	1935	\N	71	"Crime,Drama,Mystery"	7.1	1366
tt0026205	movie	China Seas	China Seas	0	1935	\N	87	"Action,Adventure,Drama"	6.9	2275
tt0026246	movie	Crime and Punishment	Crime and Punishment	0	1935	\N	88	"Crime,Drama"	7	1807
tt0026249	movie	The Crusades	The Crusades	0	1935	\N	125	"Adventure,Drama,History"	6.6	1007
tt0026252	movie	Curly Top	Curly Top	0	1935	\N	75	"Family,Musical,Romance"	6.9	1691
tt0026261	movie	Dangerous	Dangerous	0	1935	\N	79	"Drama,Romance"	6.9	2828
